0.0100,3.9979
0.0200,3.1369
0.0400,1.8718
0.0600,0.7271
0.0800,-0.0407
0.1000,-0.4539
0.1200,-0.6422
0.1400,-0.7135
0.1600,-0.7278
0.1800,-0.7187
0.2000,-0.7116
0.2200,-0.7228
0.2400,-0.7534
0.2600,-0.7906
0.2800,-0.8171
0.3000,-0.8201
0.3200,-0.7961
0.3400,-0.7519
0.3600,-0.7016
0.3800,-0.6610
0.4000,-0.6382
0.4200,-0.6293
0.4400,-0.6219
0.4600,-0.6053
0.4800,-0.5769
0.5000,-0.5428
0.5200,-0.5122
0.5400,-0.4915
0.5600,-0.4816
0.5800,-0.4779
0.6000,-0.4731
0.6200,-0.4620
0.6400,-0.4457
0.6600,-0.4308
0.6800,-0.4240
0.7000,-0.4277
0.7200,-0.4389
0.7400,-0.4513
0.7600,-0.4578
0.7800,-0.4533
0.8000,-0.4370
0.8200,-0.4124
0.8400,-0.3838
0.8600,-0.3539
0.8800,-0.3234
0.9000,-0.2920
0.9200,-0.2589
0.9400,-0.2232
0.9600,-0.1852
0.9800,-0.1475
1.0000,-0.1146
1.0200,-0.0910
1.0400,-0.0791
1.0600,-0.0778
1.0800,-0.0807
1.1000,-0.0791
1.1200,-0.0678
1.1400,-0.0493
1.1600,-0.0315
1.1800,-0.0207
1.2000,-0.0166
1.2200,-0.0122
1.2400,-0.0003
1.2600,0.0215
1.2800,0.0479
1.3000,0.0699
1.3200,0.0807
1.3400,0.0801
1.3600,0.0724
1.3800,0.0632
1.4000,0.0559
1.4200,0.0522
1.4400,0.0519
1.4600,0.0533
1.4800,0.0546
1.5000,0.0542
1.5200,0.0518
1.5400,0.0470
1.5600,0.0401
1.5800,0.0330
1.6000,0.0297
1.6200,0.0345
1.6400,0.0488
1.6600,0.0698
1.6800,0.0918
1.7000,0.1097
1.7200,0.1213
1.7400,0.1267
